000002.SZ,2005-06,504830
000002.SZ,2005-07,506546
000002.SZ,2005-08,508164
000002.SZ,2005-09,509986
000002.SZ,2005-10,511705
000002.SZ,2005-11,512333
000002.SZ,2005-12,512644
000002.SZ,2006-01,514298
000002.SZ,2006-02,515564
000002.SZ,2006-03,516908
000002.SZ,2006-04,518722
000002.SZ,2006-05,520303
000002.SZ,2006-06,521644
000002.SZ,2006-07,523380
000002.SZ,2006-08,524944
000002.SZ,2006-09,526660
000002.SZ,2006-10,528316
000002.SZ,2006-11,529653
000002.SZ,2006-12,531425
000002.SZ,2007-01,533006
000002.SZ,2007-02,534691
000002.SZ,2007-03,535940
000002.SZ,2007-04,537775
000002.SZ,2007-05,539459
000002.SZ,2007-06,540975
000002.SZ,2007-07,542755
000002.SZ,2007-08,544516
000002.SZ,2007-09,546203
000002.SZ,2007-10,547787
000002.SZ,2007-11,549294
000002.SZ,2007-12,551126
000002.SZ,2008-01,552811
000002.SZ,2008-02,554666
000002.SZ,2008-03,556003
000002.SZ,2008-04,557759
000002.SZ,2008-05,559449
000002.SZ,2008-06,561140
000002.SZ,2008-07,562708
000002.SZ,2008-08,564547
000002.SZ,2008-09,566215
000002.SZ,2008-10,567726
000002.SZ,2008-11,569331
000002.SZ,2008-12,570918
000002.SZ,2009-01,572763
000002.SZ,2009-02,573944
000002.SZ,2009-03,575551
000002.SZ,2009-04,577319
000002.SZ,2009-05,578928
000002.SZ,2009-06,580406
000002.SZ,2009-07,582282
000002.SZ,2009-08,584252
000002.SZ,2009-09,586054
000002.SZ,2009-10,587839
000002.SZ,2009-11,589206
000002.SZ,2009-12,591007
000002.SZ,2010-01,592986
000002.SZ,2010-02,594658
000002.SZ,2010-03,595845
000002.SZ,2010-04,597585
000002.SZ,2010-05,599252
000002.SZ,2010-06,600829
000002.SZ,2010-07,602333
000002.SZ,2010-08,604064
000002.SZ,2010-09,605743
000002.SZ,2010-10,607253
000002.SZ,2010-11,608522
000002.SZ,2010-12,610281
000002.SZ,2011-01,612098
000002.SZ,2011-02,613691
000002.SZ,2011-03,614885
000002.SZ,2011-04,616611
000002.SZ,2011-05,618034
000002.SZ,2011-06,619678
000002.SZ,2011-07,621321
000002.SZ,2011-08,622985
000002.SZ,2011-09,624803
000002.SZ,2011-10,626463
000002.SZ,2011-11,627724
000002.SZ,2011-12,629461
000002.SZ,2012-01,631190
000002.SZ,2012-02,632381
000002.SZ,2012-03,634031
000002.SZ,2012-04,635753
000002.SZ,2012-05,637088
000002.SZ,2012-06,638746
000002.SZ,2012-07,640318
000002.SZ,2012-08,642044
000002.SZ,2012-09,643849
000002.SZ,2012-10,645432
000002.SZ,2012-11,646853
000002.SZ,2012-12,648598
000002.SZ,2013-01,649939
000002.SZ,2013-02,650709
000002.SZ,2013-03,651977
000002.SZ,2013-04,653755
000002.SZ,2013-05,655267
000002.SZ,2013-06,657126
000002.SZ,2013-07,658535
000002.SZ,2013-08,660404
000002.SZ,2013-09,662177
000002.SZ,2013-10,663717
000002.SZ,2013-11,665138
000002.SZ,2013-12,666791
000002.SZ,2014-01,668531
000002.SZ,2014-02,670212
000002.SZ,2014-03,671481
000002.SZ,2014-04,673157
000002.SZ,2014-05,674820
000002.SZ,2014-06,676398
000002.SZ,2014-07,677978
000002.SZ,2014-08,679804
000002.SZ,2014-09,681461
000002.SZ,2014-10,683130
000002.SZ,2014-11,684556
000002.SZ,2014-12,686154
000002.SZ,2015-01,688116
000002.SZ,2015-02,689824
000002.SZ,2015-03,691113
000002.SZ,2015-04,693004
000002.SZ,2015-05,694805
000002.SZ,2015-06,696521
000002.SZ,2015-07,698322
000002.SZ,2015-08,700288
000002.SZ,2015-09,702081
000002.SZ,2015-10,703770
000002.SZ,2015-11,705199
000002.SZ,2015-12,706957
000002.SZ,2016-07,708160
000002.SZ,2016-08,709883
000002.SZ,2016-09,711859
000002.SZ,2016-10,713554
000002.SZ,2016-11,714902
000002.SZ,2016-12,716744
000002.SZ,2017-01,718580
000002.SZ,2017-02,719985
000002.SZ,2017-03,721478
000002.SZ,2017-04,723387
000002.SZ,2017-05,724873
000002.SZ,2017-06,726532
000002.SZ,2017-07,728113
000002.SZ,2017-08,729783
000002.SZ,2017-09,731697
000002.SZ,2017-10,733442
000002.SZ,2017-11,734851
000002.SZ,2017-12,736683
000002.SZ,2018-01,738428
000002.SZ,2018-02,740257
000002.SZ,2018-03,741501
000002.SZ,2018-04,743350
000002.SZ,2018-05,744849
000002.SZ,2018-06,746693
000002.SZ,2018-07,748359
000002.SZ,2018-08,750201
000002.SZ,2018-09,752165
000002.SZ,2018-10,753787
000002.SZ,2018-11,755327
000002.SZ,2018-12,757198
000002.SZ,2019-01,758903
000002.SZ,2019-02,760757
000002.SZ,2019-03,762047
000002.SZ,2019-04,763839
000002.SZ,2019-05,765635
000002.SZ,2019-06,767334
000002.SZ,2019-07,768957
000002.SZ,2019-08,770895
000002.SZ,2019-09,772782
000002.SZ,2019-10,774484
000002.SZ,2019-11,776028
000002.SZ,2019-12,777821
000002.SZ,2020-01,779698
000002.SZ,2020-02,781075
000002.SZ,2020-03,782779
000002.SZ,2020-04,784653
000002.SZ,2020-05,786456
000002.SZ,2020-06,787994
000002.SZ,2020-07,789716
000002.SZ,2020-08,791699
000002.SZ,2020-09,793511
000002.SZ,2020-10,795395
000002.SZ,2020-11,796767
000002.SZ,2020-12,798556
000002.SZ,2021-01,800532
000002.SZ,2021-02,802241
000002.SZ,2021-03,803531
000002.SZ,2021-04,805497
000002.SZ,2021-05,807286
000002.SZ,2021-06,808833
000002.SZ,2021-07,810632
000002.SZ,2021-08,812527
000002.SZ,2021-09,814415
000002.SZ,2021-10,816139
000002.SZ,2021-11,817503
000002.SZ,2021-12,819404
000004.SZ,2000-01,821299
000004.SZ,2000-02,822773
000004.SZ,2000-03,823733
000004.SZ,2000-04,825576
000004.SZ,2000-05,827168
000004.SZ,2000-06,828511
000004.SZ,2000-07,830254
000004.SZ,2000-08,831893
000004.SZ,2000-09,833616
000004.SZ,2000-10,835189
000004.SZ,2000-11,836454
000004.SZ,2000-12,838176
000004.SZ,2001-01,839744
000004.SZ,2001-02,840845
000004.SZ,2001-03,842263
000004.SZ,2001-04,843927
000004.SZ,2001-05,845511
000004.SZ,2001-06,846926
000004.SZ,2001-07,848494
000004.SZ,2001-08,850222
000004.SZ,2001-09,851981
000004.SZ,2001-10,853561
000004.SZ,2001-11,854946
000004.SZ,2001-12,856656
000004.SZ,2002-01,858276
000004.SZ,2002-02,859813
000004.SZ,2002-03,860594
000004.SZ,2002-04,862240
000004.SZ,2002-05,863863
000004.SZ,2002-06,865263
000004.SZ,2002-07,866857
000004.SZ,2002-08,868582
000004.SZ,2002-09,870285
000004.SZ,2002-10,871835
000004.SZ,2002-11,873228
000004.SZ,2002-12,874818
000004.SZ,2003-01,876546
000004.SZ,2003-02,878129
000004.SZ,2003-03,879327
000004.SZ,2003-04,880980
000004.SZ,2003-05,882707
000004.SZ,2003-06,883811
000004.SZ,2003-07,885444
000004.SZ,2003-08,887234
000004.SZ,2003-09,888862
000004.SZ,2003-10,890552
000004.SZ,2003-11,891893
000004.SZ,2003-12,893359
000004.SZ,2004-01,895070
000004.SZ,2004-02,896026
000004.SZ,2004-03,897593
000004.SZ,2004-04,899412
000004.SZ,2004-05,901159
000004.SZ,2004-06,902349
000004.SZ,2004-07,904030
000004.SZ,2004-08,905671
000004.SZ,2004-09,907318
000004.SZ,2004-10,908974
000004.SZ,2004-11,910179
000004.SZ,2004-12,911819
000004.SZ,2005-01,913549
000004.SZ,2005-02,915035
000004.SZ,2005-03,916003
000004.SZ,2005-04,917708
000004.SZ,2005-05,919274
000004.SZ,2005-06,920464
000004.SZ,2005-07,922095
000004.SZ,2005-08,923650
000004.SZ,2005-09,925367
000004.SZ,2005-10,927020
000004.SZ,2005-11,928213
000004.SZ,2005-12,929841
000004.SZ,2006-01,931485
000004.SZ,2006-02,932690
000004.SZ,2006-03,933954
000004.SZ,2006-04,935651
000004.SZ,2006-05,937087
000004.SZ,2006-06,938367
000004.SZ,2006-07,940018
000004.SZ,2006-08,940466
000004.SZ,2006-09,941224
000004.SZ,2006-10,942798
000004.SZ,2006-11,944074
000004.SZ,2006-12,945736
000004.SZ,2007-01,947250
000004.SZ,2007-02,948771
000004.SZ,2007-03,949898
000004.SZ,2007-04,951568
000004.SZ,2007-05,953165
000004.SZ,2007-06,954429
000004.SZ,2007-07,956027
000004.SZ,2007-08,957688
000004.SZ,2007-09,959441
000004.SZ,2007-10,960990
000004.SZ,2007-11,962354
000004.SZ,2007-12,964032
000004.SZ,2008-01,965558
000004.SZ,2008-02,967299
000004.SZ,2008-03,968498
000004.SZ,2008-04,970021
000004.SZ,2008-05,971574
000004.SZ,2008-06,973001
000004.SZ,2008-07,974503
000004.SZ,2008-08,976221
000004.SZ,2008-09,977712
000004.SZ,2008-10,979125
000004.SZ,2008-11,980609
000004.SZ,2008-12,982090
000004.SZ,2009-01,983807
000004.SZ,2009-02,984911
000004.SZ,2009-03,986419
000004.SZ,2009-04,988089
000004.SZ,2009-05,989609
000004.SZ,2009-06,990909
000004.SZ,2009-07,992595
000004.SZ,2009-08,994351
000004.SZ,2009-09,995948
000004.SZ,2009-10,997236
000004.SZ,2009-11,998435
000004.SZ,2010-02,998885
000004.SZ,2010-03,999412
000004.SZ,2010-04,1001193
000004.SZ,2010-05,1002913
000004.SZ,2010-06,1004292
000004.SZ,2010-07,1005696
000004.SZ,2010-08,1007336
000004.SZ,2010-09,1009089
000004.SZ,2010-10,1010635
000004.SZ,2010-11,1011936
000004.SZ,2010-12,1013729
000004.SZ,2011-01,1015567
000004.SZ,2011-02,1017157
000004.SZ,2011-03,1018373
000004.SZ,2011-04,1020227
000004.SZ,2011-05,1021760
000004.SZ,2011-06,1023350
000004.SZ,2011-07,1024993
000004.SZ,2011-08,1026715
000004.SZ,2011-09,1028593
000004.SZ,2011-10,1030299
000004.SZ,2011-11,1031579
000004.SZ,2011-12,1033359
000004.SZ,2012-01,1035052
000004.SZ,2012-02,1036194
000004.SZ,2012-03,1037793
000004.SZ,2012-04,1039495
000004.SZ,2012-05,1040781
000004.SZ,2012-06,1042353
000004.SZ,2012-07,1043884
000004.SZ,2012-08,1045640
000004.SZ,2012-09,1047390
000004.SZ,2012-10,1048895
000004.SZ,2012-11,1050259
000004.SZ,2012-12,1051914
000004.SZ,2013-01,1053491
000004.SZ,2013-02,1055013
000004.SZ,2013-03,1056174
000004.SZ,2013-04,1057799
000004.SZ,2013-05,1059082
000004.SZ,2013-06,1060622
000004.SZ,2013-07,1061988
000004.SZ,2013-08,1063816
000004.SZ,2013-09,1065617
000004.SZ,2013-10,1067165
000004.SZ,2013-11,1068641
000004.SZ,2013-12,1070344
000004.SZ,2014-01,1072105
000004.SZ,2014-02,1073786
000004.SZ,2014-03,1074676
000004.SZ,2014-04,1076391
000004.SZ,2014-05,1078089
000004.SZ,2014-06,1079708
000004.SZ,2014-07,1081317
000004.SZ,2014-08,1083177
000004.SZ,2014-09,1084893
000004.SZ,2014-10,1086205
000004.SZ,2014-11,1087672
000004.SZ,2014-12,1089299
000004.SZ,2015-01,1091184
000004.SZ,2015-02,1092816
000004.SZ,2015-03,1094033
000004.SZ,2015-04,1095831
000004.SZ,2015-05,1097540
000004.SZ,2015-06,1099173
000004.SZ,2015-07,1100887
000004.SZ,2015-08,1102776
000004.SZ,2015-09,1104495
000004.SZ,2015-10,1106132
000004.SZ,2015-11,1107513
000004.SZ,2015-12,1109214
000004.SZ,2016-01,1111099
000004.SZ,2016-02,1112731
000004.SZ,2016-03,1114025
000004.SZ,2016-09,1115405
000004.SZ,2016-10,1115903
000004.SZ,2016-11,1117210
000004.SZ,2016-12,1118984
000004.SZ,2017-01,1120728
000004.SZ,2017-02,1122183
000004.SZ,2017-03,1123625
000004.SZ,2017-06,1125466
000004.SZ,2017-07,1126433
000004.SZ,2017-08,1128126
000004.SZ,2017-09,1129974
000004.SZ,2017-10,1131663
000004.SZ,2017-11,1133021
000004.SZ,2017-12,1134798
000004.SZ,2018-01,1136474
000004.SZ,2018-02,1138225
000004.SZ,2018-03,1139386
000004.SZ,2018-04,1141094
000004.SZ,2018-05,1142501
000004.SZ,2018-06,1144243
000004.SZ,2018-07,1145815
000004.SZ,2018-08,1147570
000004.SZ,2018-09,1149447
000004.SZ,2018-10,1150982
000004.SZ,2018-11,1151226
000004.SZ,2018-12,1153021
000004.SZ,2019-01,1154628
000004.SZ,2019-02,1156373
000004.SZ,2019-03,1157575
000004.SZ,2019-04,1158956
000004.SZ,2019-05,1160182
000004.SZ,2019-06,1161820
000004.SZ,2019-07,1163362
000004.SZ,2019-08,1165226
000004.SZ,2019-09,1167001
000004.SZ,2019-10,1168627
000004.SZ,2019-11,1170081
000004.SZ,2019-12,1171720
000004.SZ,2020-01,1173520
000004.SZ,2020-02,1174834
000004.SZ,2020-03,1176475
000004.SZ,2020-04,1178302
000004.SZ,2020-05,1180043
000004.SZ,2020-06,1181529
000004.SZ,2020-07,1183176
000004.SZ,2020-08,1185082
000004.SZ,2020-09,1186823
000004.SZ,2020-10,1188654
000004.SZ,2020-11,1189979
000004.SZ,2020-12,1191720
000004.SZ,2021-01,1193618
000004.SZ,2021-02,1195283
000004.SZ,2021-03,1196525
000004.SZ,2021-04,1198426
000004.SZ,2021-05,1200162
000004.SZ,2021-06,1201640
000004.SZ,2021-07,1203394
000004.SZ,2021-08,1205232
000004.SZ,2021-09,1207067
000004.SZ,2021-10,1208725
000004.SZ,2021-11,1210041
000004.SZ,2021-12,1211859
000005.SZ,2000-01,1213669
000005.SZ,2000-02,1215099
000005.SZ,2000-03,1216013
000005.SZ,2000-04,1217760
000005.SZ,2000-05,1219292
000005.SZ,2000-06,1220656
000005.SZ,2000-07,1222330
000005.SZ,2000-08,1223967
000005.SZ,2000-09,1225812
000005.SZ,2000-10,1227386
000005.SZ,2000-11,1228659
000005.SZ,2000-12,1230309
000005.SZ,2001-01,1231917
000005.SZ,2001-02,1232987
000005.SZ,2001-03,1234341
000005.SZ,2001-04,1236008
000005.SZ,2001-05,1237602
000005.SZ,2001-06,1238968
000005.SZ,2001-07,1240485
000005.SZ,2001-08,1242144
000005.SZ,2001-09,1243872
000005.SZ,2001-10,1245370
000005.SZ,2001-11,1246731
000005.SZ,2001-12,1248372
000005.SZ,2002-01,1249957
000005.SZ,2002-02,1251471
000005.SZ,2002-03,1252239
000005.SZ,2002-04,1253848
000005.SZ,2002-05,1255532
000005.SZ,2002-06,1256895
000005.SZ,2002-07,1258338
000005.SZ,2002-08,1260105
000005.SZ,2002-09,1261779
000005.SZ,2002-10,1263314
000005.SZ,2002-11,1264679
000005.SZ,2002-12,1266262
000005.SZ,2003-01,1267918
000005.SZ,2003-02,1269432
000005.SZ,2003-03,1270559
000005.SZ,2003-04,1272146
000005.SZ,2003-05,1273766
000005.SZ,2003-06,1274918
000005.SZ,2003-07,1276453
000005.SZ,2003-08,1278209
000005.SZ,2003-09,1279813
000005.SZ,2003-10,1281477
000005.SZ,2003-11,1282847
000005.SZ,2003-12,1284362
000005.SZ,2004-01,1286109
000005.SZ,2004-02,1287101
000005.SZ,2004-03,1288637
000005.SZ,2004-04,1290389
000005.SZ,2004-05,1292092
000005.SZ,2004-06,1293240
000005.SZ,2004-07,1294839
000005.SZ,2004-08,1296505
000005.SZ,2004-09,1298167
000005.SZ,2004-10,1299845
000005.SZ,2004-11,1301068
000005.SZ,2004-12,1302727
000005.SZ,2005-01,1304459
000005.SZ,2005-02,1305986
000005.SZ,2005-03,1306962
000005.SZ,2005-04,1308703
000005.SZ,2005-05,1310296
000005.SZ,2005-06,1311507
000005.SZ,2005-07,1313177
000005.SZ,2005-08,1314773
000005.SZ,2005-09,1316529
000005.SZ,2005-10,1318221
000005.SZ,2005-11,1319436
000005.SZ,2005-12,1321101
000005.SZ,2006-01,1322772
000005.SZ,2006-02,1323983
000005.SZ,2006-03,1325262
000005.SZ,2006-04,1326994
000005.SZ,2006-05,1328515
000005.SZ,2006-06,1329037
000005.SZ,2006-07,1329266
000005.SZ,2006-08,1329346
000005.SZ,2006-09,1331123
000005.SZ,2006-10,1332761
000005.SZ,2006-11,1334079
000005.SZ,2006-12,1335775
000005.SZ,2007-01,1337403
000005.SZ,2007-02,1338956
000005.SZ,2007-03,1340119
000005.SZ,2007-04,1341838
000005.SZ,2007-05,1343321
000005.SZ,2007-07,1344023
000005.SZ,2007-08,1345172
000005.SZ,2007-09,1346898
000005.SZ,2007-10,1348463
000005.SZ,2007-11,1349865
000005.SZ,2007-12,1351471
000005.SZ,2008-01,1353010
000005.SZ,2008-02,1354717
000005.SZ,2008-03,1355951
000005.SZ,2008-04,1357580
000005.SZ,2008-05,1359207
000005.SZ,2008-06,1360750
000005.SZ,2008-07,1362223
000005.SZ,2008-08,1363993
000005.SZ,2008-09,1365598
000005.SZ,2008-10,1367061
000005.SZ,2008-11,1368597
000005.SZ,2008-12,1370067
000005.SZ,2009-01,1371863
000005.SZ,2009-02,1373032
000005.SZ,2009-03,1374522
000005.SZ,2009-04,1376234
000005.SZ,2009-05,1377887
000005.SZ,2009-06,1379302
000005.SZ,2009-07,1380946
000005.SZ,2009-08,1382756
000005.SZ,2009-09,1384387
000005.SZ,2009-10,1386110
000005.SZ,2009-11,1387363
000005.SZ,2009-12,1389001
000005.SZ,2010-01,1390749
000005.SZ,2010-02,1392319
000005.SZ,2010-03,1393490
000005.SZ,2010-04,1395295
000005.SZ,2010-05,1396939
000005.SZ,2010-06,1398488
000005.SZ,2010-07,1399887
000005.SZ,2010-08,1401591
000005.SZ,2010-09,1403316
000005.SZ,2010-10,1404797
000005.SZ,2010-11,1406042
000005.SZ,2010-12,1407748
000005.SZ,2011-01,1409453
000005.SZ,2011-02,1410987
000005.SZ,2011-03,1412148
000005.SZ,2011-04,1413936
000005.SZ,2012-04,1415412
000005.SZ,2012-05,1415729
000005.SZ,2012-06,1417429
000005.SZ,2012-07,1418903
000005.SZ,2012-08,1420589
000005.SZ,2012-09,1422360
000005.SZ,2012-10,1423887
000005.SZ,2012-11,1425260
000005.SZ,2012-12,1426945
000005.SZ,2013-01,1428564
000005.SZ,2013-02,1430105
000005.SZ,2013-03,1431259
000005.SZ,2013-04,1432869
000005.SZ,2013-05,1434246
000005.SZ,2013-06,1435924
000005.SZ,2013-07,1437225
000005.SZ,2013-08,1438969
000005.SZ,2013-09,1440661
